account_id,customer_id,account_type,opened_date,status
23624,14762,LOAN,2025-11-29,ACTIVE
23625,14763,SAVINGS,2025-06-16,CLOSED
23626,14763,LOAN,2022-12-03,ACTIVE
23627,14764,CURRENT,2024-07-21,ACTIVE
23628,14764,CURRENT,2023-08-29,CLOSED
23629,45540,LOAN,2023-03-02,ACTIVE
23630,14765,CURRENT,2024-07-29,ACTIVE
23631,14766,CURRENT,2025-07-24,ACTIVE
23632,14767,LOAN,2025-08-18,CLOSED
23633,14768,CURRENT,2023-11-14,ACTIVE
23634,14769,SAVINGS,2024-02-19,ACTIVE
23635,14769,CURRENT,2022-05-25,ACTIVE
23636,14769,CURRENT,2025-10-16,ACTIVE
23637,14770,SAVINGS,2025-06-28,ACTIVE
23638,14771,CURRENT,2023-08-07,ACTIVE
23639,45322,SAVINGS,2021-10-19,CLOSED
23640,14773,SAVINGS,2023-04-27,ACTIVE
23641,14774,CURRENT,2024-10-16,ACTIVE
23642,14775,SAVINGS,2022-03-26,CLOSED
23643,14776,SAVINGS,2024-06-30,ACTIVE
23644,14777,SAVINGS,2025-08-06,CLOSED
23645,14778,SAVINGS,2024-07-03,ACTIVE
23646,14779,LOAN,2021-07-04,ACTIVE
23647,14780,SAVINGS,2025-09-01,ACTIVE
23648,14780,CURRENT,2025-10-27,ACTIVE
23649,14780,LOAN,2025-03-30,CLOSED
23650,14781,SAVINGS,2025-04-03,ACTIVE
23651,14782,LOAN,2025-05-12,ACTIVE
23652,14783,LOAN,2023-01-20,ACTIVE
23653,14784,CURRENT,2026-12-04,ACTIVE
23654,14785,LOAN,2024-04-17,ACTIVE
23655,14785,SAVINGS,2024-04-20,ACTIVE
23656,14785,CURRENT,2024-10-20,ACTIVE
23657,14786,LOAN,2025-05-27,CLOSED
23658,14787,SAVINGS,2025-06-06,ACTIVE
23659,14788,LOAN,2024-08-19,ACTIVE
23660,14789,LOAN,2024-09-25,ACTIVE
23661,14790,SAVINGS,2025-02-02,ACTIVE
23662,14791,LOAN,2022-05-15,ACTIVE
23663,14791,SAVINGS,2026-12-04,ACTIVE
23664,14792,CURRENT,2024-12-23,ACTIVE
23665,14792,CURRENT,2024-12-31,ACTIVE
23666,14792,LOAN,2025-08-23,CLOSED
23667,14793,SAVINGS,2024-11-23,ACTIVE
23668,14794,LOAN,2025-05-07,ACTIVE
23669,14794,SAVINGS,2025-05-27,ACTIVE
23670,14795,SAVINGS,2023-08-24,CLOSED
23671,49841,CURRENT,2024-05-20,ACTIVE
23672,14797,CURRENT,2025-09-28,ACTIVE
23673,14798,CURRENT,2025-08-31,CLOSED
23674,14798,SAVINGS,2024-11-10,ACTIVE
23675,14798,CURRENT,2024-10-07,ACTIVE
23676,14799,LOAN,2025-10-30,ACTIVE
23677,14800,SAVINGS,2026-12-04,ACTIVE
23678,14800,SAVINGS,2022-07-20,ACTIVE
23679,14801,SAVINGS,2025-07-11,ACTIVE
23680,14802,CURRENT,2024-10-14,ACTIVE
23681,14802,LOAN,2025-02-06,ACTIVE
23682,14802,CURRENT,2025-08-12,ACTIVE
23683,14803,CURRENT,2024-12-19,CLOSED
23684,14804,LOAN,2022-06-04,ACTIVE
23685,14804,CURRENT,2022-10-04,ACTIVE
23686,14805,SAVINGS,2026-12-04,ACTIVE
23687,14806,CURRENT,2025-04-06,ACTIVE
23688,14807,CURRENT,2025-01-30,CLOSED
23689,49574,SAVINGS,2024-02-10,ACTIVE
23690,14808,SAVINGS,2026-12-04,ACTIVE
23691,14808,LOAN,2026-12-04,ACTIVE
23692,46326,LOAN,2025-09-13,ACTIVE
23693,14810,CURRENT,2020-08-19,ACTIVE
23694,14810,LOAN,2025-06-19,ACTIVE
23695,48939,CURRENT,2025-05-31,ACTIVE
23696,14811,CURRENT,2025-08-29,CLOSED
23697,14811,CURRENT,2021-08-28,ACTIVE
23698,14812,CURRENT,2023-03-27,ACTIVE
23699,14813,CURRENT,2024-11-02,ACTIVE
23700,14813,CURRENT,2020-12-10,ACTIVE
23701,49759,SAVINGS,2025-06-01,ACTIVE
23702,14814,SAVINGS,2024-10-22,ACTIVE
23703,45268,LOAN,2025-08-19,ACTIVE
23704,14814,LOAN,2025-12-02,ACTIVE
23705,14815,SAVINGS,2025-05-26,ACTIVE
23706,14815,LOAN,2025-10-23,ACTIVE
23707,14816,SAVINGS,2022-07-05,ACTIVE
23708,14816,SAVINGS,2023-01-17,ACTIVE
23709,46172,SAVINGS,2025-01-29,ACTIVE
23710,14817,LOAN,2022-11-19,ACTIVE
23711,14817,LOAN,2024-05-11,ACTIVE
23712,14817,CURRENT,2024-04-07,ACTIVE
23713,14818,LOAN,2021-09-22,CLOSED
23714,14818,LOAN,2023-12-24,ACTIVE
23715,14819,LOAN,2023-03-31,ACTIVE
23716,14820,CURRENT,2025-06-16,ACTIVE
23717,46105,SAVINGS,2021-03-15,ACTIVE
23718,14821,SAVINGS,2026-12-04,ACTIVE
23719,14821,SAVINGS,2025-05-23,CLOSED
23720,14822,LOAN,2026-12-04,ACTIVE
23721,14822,CURRENT,2024-01-18,ACTIVE
23722,14822,SAVINGS,2021-07-14,ACTIVE
23723,14823,LOAN,2026-12-04,ACTIVE
23724,14823,CURRENT,2024-09-23,ACTIVE
23725,14824,LOAN,2023-07-22,ACTIVE
23726,14825,LOAN,2024-05-03,ACTIVE
23727,14825,LOAN,2025-08-20,ACTIVE
23728,14826,CURRENT,2025-11-08,ACTIVE
23729,45659,SAVINGS,2024-08-22,ACTIVE
23730,14827,SAVINGS,2020-09-10,ACTIVE
23731,14828,CURRENT,2024-12-28,ACTIVE
23732,14829,CURRENT,2025-02-21,ACTIVE
23733,14830,CURRENT,2023-09-21,CLOSED
23734,14831,CURRENT,2024-04-06,ACTIVE
23735,14832,SAVINGS,2025-05-06,ACTIVE
23736,14833,SAVINGS,2025-10-27,ACTIVE
23737,14834,LOAN,2024-08-08,ACTIVE
23738,14835,SAVINGS,2024-09-06,ACTIVE
23739,14835,CURRENT,2026-12-04,CLOSED
23740,14835,LOAN,2021-08-24,CLOSED
23741,14836,SAVINGS,2023-12-20,CLOSED
23742,14836,SAVINGS,2023-06-16,ACTIVE
23743,14836,SAVINGS,2025-01-21,ACTIVE
23744,14837,CURRENT,2024-06-12,ACTIVE
23745,14838,SAVINGS,2021-04-05,CLOSED
23746,14839,LOAN,2024-08-06,ACTIVE
23747,14839,CURRENT,2024-02-01,ACTIVE
23748,14839,SAVINGS,2025-01-11,ACTIVE
23749,14840,CURRENT,2025-06-29,CLOSED
23750,14840,LOAN,2024-06-04,ACTIVE
23751,49487,CURRENT,2021-06-18,ACTIVE
23752,14841,CURRENT,2025-09-10,ACTIVE
23753,14842,CURRENT,2025-05-10,ACTIVE
23754,14842,LOAN,2025-07-30,CLOSED
23755,14843,SAVINGS,2025-06-07,CLOSED
23756,14844,CURRENT,2023-02-21,ACTIVE
23757,14844,CURRENT,2025-07-17,ACTIVE
23758,14845,CURRENT,2025-12-02,ACTIVE
23759,14845,LOAN,2024-02-04,ACTIVE
23760,14846,LOAN,2025-11-10,ACTIVE
23761,14847,SAVINGS,2025-02-21,CLOSED
23762,14847,CURRENT,2026-12-04,CLOSED
23763,14847,SAVINGS,2025-11-06,ACTIVE
23764,14848,SAVINGS,2025-06-08,CLOSED
23765,14849,CURRENT,2025-09-27,CLOSED
23766,14850,CURRENT,2025-01-03,ACTIVE
23767,14850,SAVINGS,2023-01-15,ACTIVE
23768,14851,SAVINGS,2023-05-02,ACTIVE
23769,14852,LOAN,2021-01-17,ACTIVE
23770,14853,SAVINGS,2023-11-17,CLOSED
23771,14854,LOAN,2023-05-16,ACTIVE
23772,14854,LOAN,2024-06-07,CLOSED
23773,14855,CURRENT,2025-06-26,ACTIVE
23774,14855,LOAN,2026-12-04,CLOSED
23775,14855,SAVINGS,2023-10-24,ACTIVE
23776,14856,SAVINGS,2022-02-09,CLOSED
23777,14857,SAVINGS,2024-11-06,ACTIVE
23778,14858,SAVINGS,2024-11-26,ACTIVE
23779,14858,CURRENT,2025-06-04,ACTIVE
23780,14859,SAVINGS,2025-06-25,ACTIVE
23781,14860,LOAN,2025-12-03,ACTIVE
23782,14861,LOAN,2025-11-19,ACTIVE
23783,14861,SAVINGS,2021-05-01,ACTIVE
23784,14862,SAVINGS,2023-05-03,ACTIVE
23785,48656,SAVINGS,2021-02-21,ACTIVE
23786,14863,SAVINGS,2023-07-23,ACTIVE
23787,14863,CURRENT,2024-04-07,ACTIVE
23788,14864,CURRENT,2024-03-03,ACTIVE
23789,14865,SAVINGS,2026-12-04,ACTIVE
23790,14865,SAVINGS,2024-07-30,CLOSED
23791,14866,CURRENT,2024-05-23,ACTIVE
23792,14866,SAVINGS,2025-04-15,ACTIVE
23793,14866,CURRENT,2022-02-23,CLOSED
23794,14867,LOAN,2022-02-04,ACTIVE
23795,14867,CURRENT,2025-02-27,ACTIVE
23796,14868,SAVINGS,2020-08-13,ACTIVE
23797,14868,SAVINGS,2025-08-17,ACTIVE
23798,14869,CURRENT,2025-03-06,CLOSED
23799,14869,SAVINGS,2025-09-04,ACTIVE
23800,46206,LOAN,2025-03-14,ACTIVE
23801,14871,LOAN,2025-11-15,ACTIVE
23802,14872,LOAN,2023-12-30,ACTIVE
23803,14873,LOAN,2023-07-10,ACTIVE
23804,14874,SAVINGS,2025-06-14,ACTIVE
23805,14874,SAVINGS,2022-08-04,ACTIVE
23806,14874,LOAN,2025-11-23,ACTIVE
23807,14875,CURRENT,2026-12-04,ACTIVE
23808,14875,SAVINGS,2023-09-22,ACTIVE
23809,14876,SAVINGS,2025-10-15,ACTIVE
23810,45914,SAVINGS,2023-08-12,ACTIVE
23811,14877,CURRENT,2023-09-01,ACTIVE
23812,45723,CURRENT,2025-08-04,ACTIVE
23813,14877,CURRENT,2023-09-04,ACTIVE
23814,14878,CURRENT,2021-04-24,ACTIVE
23815,14879,LOAN,2024-12-13,ACTIVE
23816,14879,CURRENT,2025-10-30,ACTIVE
23817,14879,LOAN,2023-11-07,ACTIVE
23818,14880,LOAN,2025-09-30,ACTIVE
23819,46408,SAVINGS,2024-01-24,ACTIVE
23820,14880,LOAN,2025-01-05,ACTIVE
23821,14881,LOAN,2025-09-04,CLOSED
23822,14882,CURRENT,2026-12-04,ACTIVE
23823,14882,SAVINGS,2024-02-14,ACTIVE
23824,14883,SAVINGS,2025-09-19,ACTIVE
23825,50191,CURRENT,2023-04-16,ACTIVE
23826,14884,SAVINGS,2025-02-03,ACTIVE
23827,14885,LOAN,2023-08-28,ACTIVE
23828,48136,LOAN,2025-06-13,ACTIVE
23829,14886,LOAN,2022-08-31,ACTIVE
23830,14887,CURRENT,2026-12-04,ACTIVE
23831,14887,LOAN,2023-03-27,CLOSED
23832,14888,LOAN,2024-12-13,ACTIVE
23833,14888,LOAN,2025-06-21,ACTIVE
23834,14889,CURRENT,2025-04-30,ACTIVE
23835,14890,SAVINGS,2022-08-24,ACTIVE
23836,14890,CURRENT,2025-06-29,ACTIVE
23837,14890,LOAN,2026-12-04,ACTIVE
23838,14891,SAVINGS,2023-11-25,CLOSED
23839,14892,CURRENT,2024-11-06,CLOSED
23840,14893,LOAN,2025-09-22,ACTIVE
23841,14893,LOAN,2025-10-30,ACTIVE
23842,14894,LOAN,2025-08-13,ACTIVE
23843,14894,LOAN,2023-11-15,ACTIVE
23844,14895,SAVINGS,2025-07-27,ACTIVE
23845,14895,SAVINGS,2024-03-20,CLOSED
23846,14895,SAVINGS,2023-06-04,ACTIVE
23847,14896,SAVINGS,2025-09-26,ACTIVE
23848,14896,LOAN,2021-10-14,ACTIVE
23849,14897,SAVINGS,2025-10-01,ACTIVE
23850,14898,CURRENT,2026-12-04,ACTIVE
23851,14899,CURRENT,2024-04-17,ACTIVE
23852,14900,CURRENT,2024-01-03,ACTIVE
23853,14901,SAVINGS,2025-08-19,ACTIVE
23854,14902,CURRENT,2024-12-28,ACTIVE
23855,14902,LOAN,2025-07-30,CLOSED
23856,14903,LOAN,2024-03-18,ACTIVE
23857,14903,LOAN,2024-06-06,ACTIVE
23858,14903,LOAN,2024-05-24,ACTIVE
23859,14904,SAVINGS,2025-03-03,ACTIVE
23860,46155,LOAN,2020-06-23,ACTIVE
23861,14904,SAVINGS,2025-01-08,ACTIVE
23862,14905,LOAN,2024-06-29,CLOSED
23863,14906,LOAN,2024-04-14,ACTIVE
23864,14907,CURRENT,2021-08-04,ACTIVE
23865,14908,CURRENT,2025-09-15,ACTIVE
23866,14909,CURRENT,2025-04-01,ACTIVE
23867,14909,CURRENT,2025-05-04,ACTIVE
23868,14909,LOAN,2025-08-15,ACTIVE
23869,14910,LOAN,2026-12-04,ACTIVE
23870,14911,LOAN,2025-09-21,ACTIVE
23871,14912,SAVINGS,2025-02-21,CLOSED
23872,14913,CURRENT,2021-06-30,ACTIVE
23873,14914,CURRENT,2025-10-28,ACTIVE
23874,14915,CURRENT,2024-10-27,CLOSED
23875,14916,CURRENT,2024-07-01,CLOSED
23876,14917,SAVINGS,2025-05-03,ACTIVE
23877,14917,CURRENT,2023-11-25,ACTIVE
23878,14918,LOAN,2024-02-09,ACTIVE
23879,14919,SAVINGS,2025-06-06,ACTIVE
23880,14920,SAVINGS,2023-09-19,CLOSED
23881,14920,SAVINGS,2023-09-03,ACTIVE
23882,14921,SAVINGS,2023-09-28,ACTIVE
23883,14922,SAVINGS,2025-06-19,ACTIVE
23884,50031,LOAN,2020-07-25,CLOSED
23885,14922,CURRENT,2023-12-04,CLOSED
23886,14923,SAVINGS,2025-07-13,CLOSED
23887,14924,LOAN,2024-12-17,ACTIVE
23888,14925,CURRENT,2023-11-24,ACTIVE
23889,14925,CURRENT,2026-12-04,ACTIVE
23890,14925,CURRENT,2025-08-12,CLOSED
23891,14926,CURRENT,2022-07-05,ACTIVE
23892,14926,CURRENT,2021-12-01,CLOSED
23893,14926,LOAN,2024-05-13,CLOSED
23894,14927,LOAN,2025-03-14,ACTIVE
23895,14928,SAVINGS,2025-08-09,ACTIVE
23896,14928,LOAN,2025-07-19,ACTIVE
23897,45979,SAVINGS,2023-01-29,ACTIVE
23898,14929,CURRENT,2025-04-24,ACTIVE
23899,14929,CURRENT,2026-12-04,CLOSED
23900,14930,SAVINGS,2025-09-04,ACTIVE
23901,14931,CURRENT,2025-11-05,ACTIVE
23902,49045,CURRENT,2024-11-26,ACTIVE
23903,14933,CURRENT,2023-03-17,ACTIVE
23904,14934,SAVINGS,2022-06-01,CLOSED
23905,14935,LOAN,2024-09-28,ACTIVE
23906,14936,LOAN,2024-09-23,ACTIVE
23907,14937,CURRENT,2024-03-13,ACTIVE
23908,14937,CURRENT,2025-03-25,ACTIVE
23909,14938,CURRENT,2024-05-24,CLOSED
23910,14939,SAVINGS,2024-04-27,ACTIVE
23911,14939,LOAN,2025-10-31,ACTIVE
23912,14939,SAVINGS,2021-02-23,ACTIVE
23913,14940,LOAN,2020-12-17,ACTIVE
23914,14941,LOAN,2025-07-23,ACTIVE
23915,14942,CURRENT,2021-03-12,CLOSED
23916,14943,SAVINGS,2025-07-21,ACTIVE
23917,14944,SAVINGS,2025-08-17,ACTIVE
23918,14945,CURRENT,2025-07-20,ACTIVE
23919,14946,SAVINGS,2025-07-21,ACTIVE
23920,14947,LOAN,2025-09-24,ACTIVE
23921,14948,LOAN,2025-01-27,ACTIVE
23922,14949,SAVINGS,2026-12-04,ACTIVE
23923,14950,CURRENT,2022-09-25,ACTIVE
23924,14951,LOAN,2025-02-18,CLOSED
23925,14951,CURRENT,2024-01-12,ACTIVE
23926,14952,LOAN,2024-08-18,ACTIVE
23927,14953,LOAN,2023-07-31,ACTIVE
23928,14953,CURRENT,2025-06-17,CLOSED
23929,14954,CURRENT,2024-08-12,ACTIVE
23930,14955,SAVINGS,2024-12-23,ACTIVE
23931,14955,LOAN,2022-02-03,ACTIVE
23932,14956,LOAN,2024-10-29,ACTIVE
23933,14957,SAVINGS,2021-10-19,ACTIVE
23934,14958,CURRENT,2021-02-02,ACTIVE
23935,14959,SAVINGS,2025-04-18,ACTIVE
23936,14959,CURRENT,2025-03-03,ACTIVE
23937,14959,LOAN,2022-10-11,ACTIVE
23938,14960,LOAN,2023-01-03,CLOSED
23939,14961,SAVINGS,2020-11-04,ACTIVE
23940,14962,CURRENT,2024-12-11,ACTIVE
23941,14962,SAVINGS,2025-05-21,ACTIVE
23942,14963,CURRENT,2026-12-04,CLOSED
23943,14964,SAVINGS,2025-09-12,ACTIVE
23944,14964,CURRENT,2020-12-27,ACTIVE
23945,14964,CURRENT,2025-09-12,ACTIVE
23946,14965,LOAN,2024-10-02,ACTIVE
23947,47861,LOAN,2023-01-20,ACTIVE
23948,14966,SAVINGS,2024-03-28,ACTIVE
23949,14966,SAVINGS,2025-05-22,ACTIVE
23950,14967,LOAN,2022-05-18,CLOSED
23951,14968,SAVINGS,2023-12-05,ACTIVE
23952,14969,LOAN,2024-10-15,ACTIVE
23953,14969,CURRENT,2025-07-24,ACTIVE
23954,14969,LOAN,2025-11-29,ACTIVE
23955,14970,LOAN,2023-03-26,ACTIVE
23956,14971,LOAN,2024-01-13,ACTIVE
23957,14972,CURRENT,2022-04-12,ACTIVE
23958,14973,CURRENT,2025-10-23,CLOSED
23959,14973,SAVINGS,2024-06-09,ACTIVE
23960,14973,SAVINGS,2026-12-04,ACTIVE
23961,14974,LOAN,2021-10-13,ACTIVE
23962,14974,LOAN,2025-03-13,CLOSED
23963,14975,CURRENT,2026-12-04,ACTIVE
23964,50003,SAVINGS,2024-09-14,ACTIVE
23965,45612,SAVINGS,2023-10-13,ACTIVE
23966,14977,SAVINGS,2024-12-06,ACTIVE
23967,49687,CURRENT,2025-10-07,ACTIVE
23968,14977,LOAN,2025-03-16,ACTIVE
23969,14978,CURRENT,2025-03-07,ACTIVE
23970,14978,CURRENT,2024-09-27,CLOSED
23971,14979,CURRENT,2024-08-24,ACTIVE
23972,14980,CURRENT,2024-03-16,ACTIVE
23973,48814,CURRENT,2025-12-01,ACTIVE
23974,14981,LOAN,2025-05-06,CLOSED
23975,14982,LOAN,2025-01-05,ACTIVE
23976,48513,LOAN,2022-08-10,ACTIVE
23977,47571,CURRENT,2024-10-12,ACTIVE
23978,14983,CURRENT,2023-10-23,ACTIVE
23979,14983,CURRENT,2022-11-02,ACTIVE
23980,14983,CURRENT,2025-02-18,ACTIVE
23981,50076,LOAN,2024-10-13,ACTIVE
23982,49940,SAVINGS,2021-04-10,CLOSED
23983,14984,CURRENT,2025-01-13,ACTIVE
23984,14985,LOAN,2025-08-06,CLOSED
23985,14986,LOAN,2021-08-14,CLOSED
23986,14986,LOAN,2020-08-03,ACTIVE
23987,14986,CURRENT,2024-05-13,ACTIVE
23988,14987,CURRENT,2025-02-21,ACTIVE
23989,14987,CURRENT,2024-11-24,ACTIVE
23990,14987,CURRENT,2023-09-14,CLOSED
23991,14988,SAVINGS,2022-12-03,ACTIVE
23992,14988,CURRENT,2025-07-24,ACTIVE
23993,14989,CURRENT,2025-06-21,ACTIVE
23994,14990,CURRENT,2025-09-29,ACTIVE
23995,14991,LOAN,2024-11-22,ACTIVE
23996,14992,CURRENT,2025-04-21,CLOSED
23997,14993,LOAN,2024-01-03,ACTIVE
23998,14994,CURRENT,2026-12-04,ACTIVE
23999,14994,CURRENT,2023-04-14,ACTIVE
24000,14994,LOAN,2022-03-14,ACTIVE
24001,14995,CURRENT,2025-02-20,ACTIVE
24002,14996,LOAN,2023-12-21,ACTIVE
24003,14996,SAVINGS,2023-12-21,ACTIVE
24004,14996,LOAN,2025-09-16,ACTIVE
24005,14997,LOAN,2023-09-28,ACTIVE
24006,14997,LOAN,2024-05-17,ACTIVE
24007,14998,CURRENT,2026-12-04,ACTIVE
24008,14999,SAVINGS,2025-10-24,ACTIVE
24009,15000,SAVINGS,2022-04-29,ACTIVE
24010,15000,CURRENT,2023-02-12,ACTIVE
24011,15000,CURRENT,2026-12-04,ACTIVE
24012,15001,LOAN,2025-11-24,CLOSED
24013,15002,LOAN,2025-05-06,ACTIVE
24014,15002,LOAN,2020-09-01,ACTIVE
24015,15002,SAVINGS,2023-11-22,ACTIVE
24016,15003,CURRENT,2025-09-17,CLOSED
24017,15004,CURRENT,2025-01-23,ACTIVE
24018,15004,CURRENT,2025-03-26,CLOSED
24019,15004,CURRENT,2025-07-28,ACTIVE
24020,15005,LOAN,2023-06-02,ACTIVE
24021,15006,SAVINGS,2023-08-03,ACTIVE
24022,15007,CURRENT,2025-02-18,ACTIVE
24023,15008,CURRENT,2024-04-13,ACTIVE
24024,15008,LOAN,2024-05-20,ACTIVE
24025,15008,CURRENT,2024-05-31,ACTIVE
24026,15009,SAVINGS,2026-12-04,CLOSED
24027,15010,SAVINGS,2025-05-06,ACTIVE
24028,15010,CURRENT,2023-06-28,ACTIVE
24029,47430,LOAN,2024-07-04,ACTIVE
24030,15011,SAVINGS,2026-12-04,ACTIVE
24031,15012,LOAN,2023-09-27,ACTIVE
24032,15013,SAVINGS,2023-09-15,ACTIVE
24033,45225,CURRENT,2025-11-29,ACTIVE
24034,15014,LOAN,2024-07-16,ACTIVE
24035,15015,LOAN,2024-02-07,ACTIVE
24036,15015,CURRENT,2025-11-30,ACTIVE
24037,15016,LOAN,2024-08-31,ACTIVE
24038,15017,CURRENT,2024-08-14,ACTIVE
24039,15017,CURRENT,2026-12-04,ACTIVE
24040,48615,CURRENT,2025-04-02,ACTIVE
24041,15018,LOAN,2025-04-13,ACTIVE
24042,15019,LOAN,2025-06-25,CLOSED
24043,15019,LOAN,2023-11-25,CLOSED
24044,15020,CURRENT,2021-09-23,ACTIVE
24045,15021,LOAN,2024-04-03,ACTIVE
24046,15021,LOAN,2025-10-31,ACTIVE
24047,49828,LOAN,2025-11-28,ACTIVE
24048,15023,CURRENT,2024-09-28,ACTIVE
24049,15024,LOAN,2026-12-04,ACTIVE
24050,15025,SAVINGS,2025-08-05,ACTIVE
24051,15026,SAVINGS,2022-01-09,ACTIVE
24052,15027,SAVINGS,2026-12-04,ACTIVE
24053,15028,SAVINGS,2024-12-06,ACTIVE
24054,15029,CURRENT,2023-04-23,ACTIVE
24055,15030,LOAN,2025-08-11,ACTIVE
24056,15030,CURRENT,2024-07-26,ACTIVE
24057,15030,SAVINGS,2025-08-29,ACTIVE
24058,15031,LOAN,2024-08-25,ACTIVE
24059,15032,CURRENT,2024-12-21,CLOSED
24060,15033,LOAN,2023-05-26,ACTIVE
24061,15033,SAVINGS,2022-11-22,ACTIVE
24062,15034,CURRENT,2023-09-01,CLOSED
24063,15035,LOAN,2024-09-14,ACTIVE
24064,15036,CURRENT,2025-02-20,ACTIVE
24065,15037,SAVINGS,2025-01-05,ACTIVE
24066,15038,LOAN,2024-07-09,ACTIVE
24067,15038,CURRENT,2025-01-09,ACTIVE
24068,15039,SAVINGS,2022-04-25,ACTIVE
24069,15039,LOAN,2025-04-25,ACTIVE
24070,15040,LOAN,2025-01-23,ACTIVE
24071,15040,LOAN,2022-12-19,ACTIVE
24072,15040,CURRENT,2024-06-25,CLOSED
24073,50049,LOAN,2023-11-20,ACTIVE
24074,15041,LOAN,2026-12-04,ACTIVE
24075,15041,SAVINGS,2024-08-31,ACTIVE
24076,15042,SAVINGS,2024-12-09,ACTIVE
24077,15042,LOAN,2026-12-04,ACTIVE
24078,15043,SAVINGS,2024-09-19,ACTIVE
24079,15044,SAVINGS,2023-12-17,ACTIVE
24080,15045,SAVINGS,2025-05-31,ACTIVE
24081,15045,CURRENT,2022-03-26,ACTIVE
24082,15045,LOAN,2022-12-22,ACTIVE
24083,15046,SAVINGS,2023-12-26,ACTIVE
24084,46550,LOAN,2024-07-05,CLOSED
24085,15047,CURRENT,2025-07-05,ACTIVE
24086,15047,CURRENT,2025-01-18,CLOSED
24087,46641,LOAN,2025-07-26,ACTIVE
24088,15049,SAVINGS,2025-08-12,ACTIVE
24089,15050,CURRENT,2023-12-14,ACTIVE
24090,15051,CURRENT,2024-04-25,CLOSED
24091,15052,SAVINGS,2022-07-15,ACTIVE
24092,15053,SAVINGS,2025-09-10,CLOSED
24093,15053,SAVINGS,2024-12-23,ACTIVE
24094,46156,SAVINGS,2021-07-24,ACTIVE
24095,15054,CURRENT,2024-12-24,ACTIVE
24096,15055,CURRENT,2026-12-04,ACTIVE
24097,15055,CURRENT,2023-11-23,ACTIVE
24098,15055,CURRENT,2023-07-23,CLOSED
24099,15056,SAVINGS,2021-06-01,ACTIVE
24100,15056,LOAN,2025-06-03,ACTIVE
24101,15057,SAVINGS,2025-11-13,ACTIVE
24102,15057,SAVINGS,2025-01-27,ACTIVE
24103,15057,LOAN,2026-12-04,ACTIVE
24104,15058,LOAN,2026-12-04,ACTIVE
24105,15059,CURRENT,2024-07-31,ACTIVE
24106,15059,LOAN,2025-08-19,ACTIVE
24107,15059,LOAN,2024-12-14,ACTIVE
24108,15060,CURRENT,2024-07-23,ACTIVE
24109,15061,SAVINGS,2024-01-26,ACTIVE
24110,15061,CURRENT,2025-03-29,ACTIVE
24111,15061,SAVINGS,2023-08-11,ACTIVE
24112,47438,LOAN,2022-03-16,ACTIVE
24113,15062,CURRENT,2025-07-16,ACTIVE
24114,15062,CURRENT,2025-09-24,CLOSED
24115,15063,LOAN,2025-05-18,CLOSED
24116,46065,CURRENT,2025-03-04,ACTIVE
24117,15063,LOAN,2022-11-27,CLOSED
24118,15064,LOAN,2025-01-03,CLOSED
24119,15064,LOAN,2025-09-01,ACTIVE
24120,15064,CURRENT,2023-10-30,CLOSED
24121,15065,SAVINGS,2026-12-04,ACTIVE
24122,15065,SAVINGS,2025-07-17,ACTIVE
24123,45960,LOAN,2026-12-04,ACTIVE
24124,15066,LOAN,2025-10-21,ACTIVE
24125,15067,LOAN,2025-11-19,ACTIVE
24126,15068,LOAN,2025-07-29,ACTIVE
24127,15068,LOAN,2025-03-26,ACTIVE
24128,15068,CURRENT,2021-06-04,CLOSED
24129,15069,CURRENT,2025-10-04,ACTIVE
24130,15069,CURRENT,2024-12-29,ACTIVE
24131,15070,LOAN,2026-12-04,ACTIVE
24132,15071,LOAN,2025-05-13,ACTIVE
24133,15072,CURRENT,2025-02-01,CLOSED
24134,15073,LOAN,2026-12-04,ACTIVE
24135,15074,LOAN,2025-04-05,ACTIVE
24136,15075,CURRENT,2025-03-18,CLOSED
24137,15076,SAVINGS,2022-04-12,ACTIVE
24138,15076,LOAN,2025-04-03,ACTIVE
24139,15076,CURRENT,2025-11-06,ACTIVE
24140,15077,CURRENT,2024-09-11,ACTIVE
24141,15078,SAVINGS,2025-11-02,ACTIVE
24142,15078,SAVINGS,2025-08-13,ACTIVE
24143,15078,LOAN,2025-05-27,CLOSED
24144,15079,SAVINGS,2022-03-15,ACTIVE
24145,15080,LOAN,2025-12-02,ACTIVE
24146,15080,SAVINGS,2021-07-30,ACTIVE
24147,15080,LOAN,2023-05-13,ACTIVE
24148,15081,SAVINGS,2024-05-06,ACTIVE
24149,15081,CURRENT,2025-11-04,ACTIVE
24150,15082,LOAN,2025-05-21,ACTIVE
24151,48716,CURRENT,2024-05-15,ACTIVE
24152,15084,SAVINGS,2023-10-29,ACTIVE
24153,15084,SAVINGS,2023-08-28,ACTIVE
24154,15085,LOAN,2026-12-04,ACTIVE
24155,15086,LOAN,2024-03-13,CLOSED
24156,15087,LOAN,2023-05-30,ACTIVE
24157,15087,CURRENT,2023-09-06,CLOSED
24158,15087,LOAN,2020-10-06,ACTIVE
24159,15088,CURRENT,2023-12-02,ACTIVE
24160,15089,LOAN,2023-02-02,ACTIVE
24161,15090,CURRENT,2025-09-11,ACTIVE
24162,15091,SAVINGS,2024-05-07,ACTIVE
24163,15091,LOAN,2025-10-24,ACTIVE
24164,15091,SAVINGS,2022-11-17,ACTIVE
24165,15092,SAVINGS,2023-01-10,CLOSED
